image_name,Type_1,Type_2,Type_3
10780.jpg,0.10755,0.33840,0.55405
10781.jpg,0.06140,0.68098,0.25763
10782.jpg,0.53385,0.40348,0.06267
10783.jpg,0.16300,0.52188,0.31512
10784.jpg,0.41808,0.45223,0.12969
10785.jpg,0.05904,0.56238,0.37858
10786.jpg,0.32810,0.64649,0.02540
10787.jpg,0.12642,0.44068,0.43290
10788.jpg,0.05464,0.55738,0.38798
10789.jpg,0.17807,0.26677,0.55516
10790.jpg,0.05750,0.53728,0.40522
10791.jpg,0.10262,0.33014,0.56724
10792.jpg,0.02719,0.48782,0.48498
10793.jpg,0.10075,0.83151,0.06774
10794.jpg,0.08013,0.60818,0.31169
10795.jpg,0.16976,0.76929,0.06095
10796.jpg,0.05180,0.75321,0.19499
10797.jpg,0.12100,0.81483,0.06417
10798.jpg,0.32006,0.66732,0.01261
10799.jpg,0.13308,0.62451,0.24241
10800.jpg,0.02673,0.87955,0.09372
10801.jpg,0.07060,0.88086,0.04854
10802.jpg,0.15162,0.34914,0.49924
10803.jpg,0.04863,0.32841,0.62296
10804.jpg,0.06505,0.59576,0.33919
10805.jpg,0.12076,0.77378,0.10547
10806.jpg,0.62864,0.28369,0.08767
10807.jpg,0.08650,0.58994,0.32356
10808.jpg,0.58553,0.34469,0.06977
10809.jpg,0.08957,0.64569,0.26474
10810.jpg,0.08078,0.38482,0.53440
10811.jpg,0.04892,0.26817,0.68291
10812.jpg,0.01450,0.37224,0.61326
10813.jpg,0.04283,0.52617,0.43100
10814.jpg,0.07405,0.72727,0.19867
10815.jpg,0.03982,0.89896,0.06122
10816.jpg,0.12665,0.47612,0.39723
10817.jpg,0.15699,0.50117,0.34185
10818.jpg,0.18782,0.72637,0.08581
10819.jpg,0.13743,0.68745,0.17512
10820.jpg,0.32748,0.46255,0.20997
10821.jpg,0.12731,0.42688,0.44581
10822.jpg,0.30724,0.41519,0.27757
10823.jpg,0.05120,0.67504,0.27376
10824.jpg,0.07783,0.81369,0.10849
10825.jpg,0.07959,0.48717,0.43324
10826.jpg,0.06323,0.81007,0.12670
10827.jpg,0.09235,0.53804,0.36961
10828.jpg,0.45090,0.43160,0.11750
10829.jpg,0.26238,0.43628,0.30134
10830.jpg,0.04332,0.34986,0.60681
10831.jpg,0.05943,0.91117,0.02940
10832.jpg,0.02423,0.66103,0.31474
10833.jpg,0.14929,0.76721,0.08350
10834.jpg,0.05789,0.43266,0.50944
10835.jpg,0.22338,0.74938,0.02724
10836.jpg,0.07976,0.22197,0.69827
10837.jpg,0.04965,0.65374,0.29661
10838.jpg,0.23761,0.36478,0.39761
10839.jpg,0.16279,0.72767,0.10954
10840.jpg,0.06344,0.89376,0.04280
10841.jpg,0.19998,0.54570,0.25432
10842.jpg,0.17076,0.40760,0.42164
10843.jpg,0.08469,0.60379,0.31152
10844.jpg,0.10971,0.48242,0.40787
10845.jpg,0.17927,0.77827,0.04246
10846.jpg,0.03344,0.38750,0.57905
10847.jpg,0.23776,0.71442,0.04782
10848.jpg,0.06267,0.33408,0.60325
10849.jpg,0.39893,0.44107,0.16000
10850.jpg,0.55549,0.37692,0.06759
10851.jpg,0.04041,0.73854,0.22105
10852.jpg,0.17225,0.60414,0.22361
10853.jpg,0.06081,0.25750,0.68169
10854.jpg,0.03827,0.90050,0.06124
10855.jpg,0.01561,0.93006,0.05433
10856.jpg,0.16858,0.41438,0.41704
10857.jpg,0.09659,0.80908,0.09433
10858.jpg,0.03119,0.92059,0.04822
10859.jpg,0.06220,0.92027,0.01753
10860.jpg,0.13017,0.74502,0.12481
10861.jpg,0.14936,0.31860,0.53204
10862.jpg,0.12559,0.65231,0.22210
10863.jpg,0.16873,0.68430,0.14697
10864.jpg,0.09151,0.72418,0.18431
10865.jpg,0.17583,0.50895,0.31523
10866.jpg,0.08412,0.45799,0.45789
10867.jpg,0.09513,0.42750,0.47737
10868.jpg,0.08542,0.29851,0.61608
10869.jpg,0.30598,0.30828,0.38573
10870.jpg,0.08690,0.90904,0.00406
10871.jpg,0.13500,0.38351,0.48149
10872.jpg,0.13917,0.78265,0.07818
10873.jpg,0.19170,0.71603,0.09227
10874.jpg,0.49641,0.40903,0.09457
10875.jpg,0.06154,0.49489,0.44357
10876.jpg,0.35221,0.47855,0.16925
10877.jpg,0.15236,0.35106,0.49658
10878.jpg,0.06494,0.91007,0.02499
10879.jpg,0.47426,0.49229,0.03345
10880.jpg,0.02123,0.45751,0.52126
10881.jpg,0.20187,0.42634,0.37178
10882.jpg,0.38929,0.57789,0.03283
10883.jpg,0.32120,0.31862,0.36018
10884.jpg,0.32744,0.63998,0.03258
10885.jpg,0.08857,0.89152,0.01991
10886.jpg,0.07810,0.40124,0.52066
10887.jpg,0.02584,0.63166,0.34250
10888.jpg,0.04248,0.22950,0.72801
10889.jpg,0.27460,0.57836,0.14703
10890.jpg,0.05020,0.65172,0.29808
10891.jpg,0.01764,0.26092,0.72144
10892.jpg,0.13981,0.46620,0.39400
10893.jpg,0.08798,0.68755,0.22447
10894.jpg,0.14263,0.31263,0.54474
10895.jpg,0.10531,0.36116,0.53353
10896.jpg,0.64050,0.34822,0.01128
10897.jpg,0.23526,0.71807,0.04667
10898.jpg,0.18254,0.38693,0.43054
10899.jpg,0.13880,0.62649,0.23471
10900.jpg,0.07312,0.47854,0.44834
10901.jpg,0.01872,0.86585,0.11543
10902.jpg,0.14019,0.54714,0.31267
10903.jpg,0.00580,0.68353,0.31067
10904.jpg,0.10646,0.87712,0.01643
10905.jpg,0.44126,0.50273,0.05601
10906.jpg,0.04593,0.72833,0.22574
10907.jpg,0.02750,0.28228,0.69022
10908.jpg,0.29309,0.52754,0.17936
10909.jpg,0.24683,0.61626,0.13691
10910.jpg,0.05724,0.41047,0.53229
10911.jpg,0.05343,0.21986,0.72672
10912.jpg,0.18494,0.79491,0.02015
10913.jpg,0.17521,0.66931,0.15548
10914.jpg,0.06106,0.36614,0.57280
10915.jpg,0.03817,0.26821,0.69362
10916.jpg,0.08192,0.80296,0.11513
10917.jpg,0.03426,0.30189,0.66385
10918.jpg,0.09815,0.40787,0.49398
10919.jpg,0.04026,0.35143,0.60832
10920.jpg,0.05273,0.30827,0.63900
10921.jpg,0.06997,0.72364,0.20639
10922.jpg,0.01308,0.41422,0.57270
10923.jpg,0.37853,0.56931,0.05216
10924.jpg,0.09648,0.88123,0.02229
10925.jpg,0.07809,0.78996,0.13196
10926.jpg,0.62050,0.37324,0.00626
10927.jpg,0.48137,0.35359,0.16504
10928.jpg,0.51041,0.25262,0.23697
10929.jpg,0.03386,0.62847,0.33767
10930.jpg,0.08604,0.34736,0.56660
10931.jpg,0.42486,0.48181,0.09333
10932.jpg,0.16179,0.54329,0.29492
10933.jpg,0.78750,0.15176,0.06074
10934.jpg,0.16397,0.60367,0.23236
10935.jpg,0.01228,0.17025,0.81747
10936.jpg,0.14631,0.28019,0.57350
10937.jpg,0.09147,0.69331,0.21522
10938.jpg,0.14399,0.51725,0.33876
10939.jpg,0.09084,0.83214,0.07702
10940.jpg,0.03107,0.48470,0.48423
10941.jpg,0.39809,0.38440,0.21751
10942.jpg,0.12438,0.33617,0.53945
10943.jpg,0.07966,0.69808,0.22226
10944.jpg,0.04478,0.79910,0.15612
10945.jpg,0.09575,0.41594,0.48831
10946.jpg,0.01577,0.71672,0.26751
10947.jpg,0.03605,0.35730,0.60665
10948.jpg,0.36157,0.60018,0.03824
10949.jpg,0.09364,0.39317,0.51319
10950.jpg,0.04719,0.90231,0.05051
10951.jpg,0.10949,0.51752,0.37299
10952.jpg,0.00997,0.98205,0.00798
10953.jpg,0.03878,0.56129,0.39992
10954.jpg,0.09090,0.74431,0.16479
10955.jpg,0.07046,0.89650,0.03304
10956.jpg,0.09259,0.87172,0.03570
10957.jpg,0.04477,0.90057,0.05466
10958.jpg,0.11868,0.60828,0.27304
10959.jpg,0.42516,0.54989,0.02495
10960.jpg,0.42609,0.53445,0.03946
10961.jpg,0.09786,0.64881,0.25333
10962.jpg,0.31649,0.55541,0.12810
10963.jpg,0.27569,0.34030,0.38401
10964.jpg,0.04833,0.82023,0.13144
10965.jpg,0.02527,0.76917,0.20556
10966.jpg,0.01459,0.96595,0.01946
10967.jpg,0.19238,0.58402,0.22360
10968.jpg,0.16123,0.53445,0.30432
10969.jpg,0.38179,0.58792,0.03029
10970.jpg,0.04474,0.79687,0.15839
10971.jpg,0.01682,0.97820,0.00498
10972.jpg,0.02068,0.64872,0.33060
10973.jpg,0.17719,0.73582,0.08699
10974.jpg,0.00663,0.40890,0.58446
10975.jpg,0.27607,0.58168,0.14225
10976.jpg,0.35578,0.50094,0.14328
10977.jpg,0.54565,0.43506,0.01928
10978.jpg,0.07487,0.68202,0.24311
10979.jpg,0.11328,0.85203,0.03469
10980.jpg,0.09970,0.32897,0.57133
10981.jpg,0.08072,0.44225,0.47703
10982.jpg,0.36204,0.60369,0.03427
10983.jpg,0.26708,0.71255,0.02037
10984.jpg,0.02511,0.78847,0.18641
10985.jpg,0.07463,0.41133,0.51405
10986.jpg,0.27391,0.57933,0.14676
10987.jpg,0.02526,0.69901,0.27574
10988.jpg,0.06672,0.91319,0.02009
10989.jpg,0.03806,0.36009,0.60184
10990.jpg,0.09837,0.47078,0.43086
10991.jpg,0.61754,0.32529,0.05717
10992.jpg,0.17421,0.31226,0.51353
10993.jpg,0.07063,0.59083,0.33854
10994.jpg,0.03385,0.48120,0.48495
10995.jpg,0.04410,0.92967,0.02623
10996.jpg,0.77129,0.17497,0.05373
10997.jpg,0.13429,0.82573,0.03998
10998.jpg,0.06832,0.90457,0.02711
10999.jpg,0.13012,0.42837,0.44151
11000.jpg,0.14477,0.33632,0.51891
11001.jpg,0.13597,0.41703,0.44700
11002.jpg,0.04939,0.54721,0.40340
11003.jpg,0.05264,0.71193,0.23543
11004.jpg,0.19723,0.62328,0.17949
11005.jpg,0.15828,0.82688,0.01484
11006.jpg,0.03805,0.82547,0.13648
11007.jpg,0.06876,0.70556,0.22567
11008.jpg,0.12519,0.63706,0.23775
11009.jpg,0.15592,0.82007,0.02401
11010.jpg,0.49965,0.46776,0.03259
11011.jpg,0.20821,0.74764,0.04415
11012.jpg,0.06412,0.90134,0.03455
11013.jpg,0.72579,0.27133,0.00287
11014.jpg,0.03502,0.88533,0.07965
11015.jpg,0.29322,0.53356,0.17322
11016.jpg,0.06898,0.46768,0.46334
11017.jpg,0.16775,0.53325,0.29900
11018.jpg,0.00596,0.08869,0.90535
11019.jpg,0.02163,0.62526,0.35312
11020.jpg,0.08026,0.66585,0.25389
11021.jpg,0.22816,0.66164,0.11021
11022.jpg,0.05014,0.78420,0.16566
11023.jpg,0.67804,0.27597,0.04599
11024.jpg,0.14561,0.71937,0.13502
11025.jpg,0.17956,0.60273,0.21771
11026.jpg,0.03357,0.81063,0.15580
11027.jpg,0.03980,0.42762,0.53258
11028.jpg,0.08278,0.76181,0.15541
11029.jpg,0.16880,0.52730,0.30380
11030.jpg,0.43610,0.55786,0.00604
11031.jpg,0.07016,0.88820,0.04164
11032.jpg,0.24499,0.71186,0.04315
11033.jpg,0.06449,0.84735,0.08817
11034.jpg,0.38138,0.34585,0.27277
11035.jpg,0.31716,0.60778,0.07506
11036.jpg,0.15008,0.52703,0.32290
11037.jpg,0.07503,0.55305,0.37192
11038.jpg,0.06202,0.23972,0.69826
11039.jpg,0.44685,0.47551,0.07764
11040.jpg,0.18538,0.61412,0.20050
11041.jpg,0.20177,0.41713,0.38110
11042.jpg,0.30194,0.50193,0.19614
11043.jpg,0.81209,0.10613,0.08178
11044.jpg,0.02756,0.92203,0.05041
11045.jpg,0.22266,0.52707,0.25028
11046.jpg,0.05204,0.37991,0.56805
11047.jpg,0.06865,0.39910,0.53226
11048.jpg,0.81610,0.17606,0.00784
11049.jpg,0.13885,0.84020,0.02095
11050.jpg,0.23111,0.47860,0.29028
11051.jpg,0.07967,0.30466,0.61566
11052.jpg,0.35008,0.56850,0.08142
11053.jpg,0.37890,0.58993,0.03116
11054.jpg,0.62910,0.35715,0.01375
11055.jpg,0.09312,0.35775,0.54913
11056.jpg,0.11924,0.48388,0.39689
11057.jpg,0.11463,0.50837,0.37701
11058.jpg,0.25016,0.60633,0.14351
11059.jpg,0.04334,0.68325,0.27341
11060.jpg,0.26331,0.41938,0.31731
11061.jpg,0.00681,0.26538,0.72781
11062.jpg,0.06939,0.78098,0.14963
11063.jpg,0.31917,0.62830,0.05254
11064.jpg,0.22494,0.64406,0.13101
11065.jpg,0.39322,0.51212,0.09465
11066.jpg,0.11994,0.21817,0.66189
11067.jpg,0.16880,0.52730,0.30380
11068.jpg,0.19316,0.72602,0.08082
11069.jpg,0.25797,0.67466,0.06736
11070.jpg,0.03317,0.89191,0.07492
11071.jpg,0.19095,0.79059,0.01846
11072.jpg,0.14269,0.51046,0.34686
11073.jpg,0.05742,0.79959,0.14300
11074.jpg,0.04257,0.31128,0.64615
11075.jpg,0.03938,0.29199,0.66863
11076.jpg,0.55529,0.43524,0.00947
11077.jpg,0.06967,0.65824,0.27209
11078.jpg,0.83990,0.13315,0.02695
11079.jpg,0.04309,0.60915,0.34776
11080.jpg,0.11081,0.35794,0.53125
11081.jpg,0.15959,0.57243,0.26799
11082.jpg,0.07131,0.36079,0.56789
11083.jpg,0.14391,0.54592,0.31017
11084.jpg,0.16880,0.52730,0.30380
11085.jpg,0.26311,0.73037,0.00651
11086.jpg,0.07548,0.81418,0.11034
11087.jpg,0.67543,0.28509,0.03948
11088.jpg,0.05583,0.63114,0.31303
11089.jpg,0.05879,0.77046,0.17075
11090.jpg,0.13995,0.40005,0.46000
11091.jpg,0.42094,0.39506,0.18400
11092.jpg,0.14238,0.37122,0.48640
11093.jpg,0.71447,0.25764,0.02789
11094.jpg,0.04368,0.55437,0.40196
11095.jpg,0.59923,0.38104,0.01974
11096.jpg,0.18662,0.64564,0.16774
11097.jpg,0.07786,0.48069,0.44145
11098.jpg,0.34894,0.59425,0.05681
11099.jpg,0.08625,0.31642,0.59733
11100.jpg,0.19924,0.43896,0.36180
11101.jpg,0.12761,0.35002,0.52237
11102.jpg,0.04858,0.71728,0.23414
11103.jpg,0.02110,0.72243,0.25647
11104.jpg,0.18237,0.76118,0.05645
11105.jpg,0.07880,0.63145,0.28974
11106.jpg,0.15547,0.76559,0.07894
11107.jpg,0.04253,0.51464,0.44284
11108.jpg,0.05596,0.75011,0.19392
11109.jpg,0.59903,0.35719,0.04378
11110.jpg,0.19832,0.57881,0.22287
11111.jpg,0.10842,0.85247,0.03911
11112.jpg,0.01904,0.30693,0.67403
11113.jpg,0.32017,0.63129,0.04854
11114.jpg,0.65126,0.31494,0.03380
11115.jpg,0.20696,0.22257,0.57047
11116.jpg,0.02492,0.93582,0.03926
11117.jpg,0.30469,0.55629,0.13902
11118.jpg,0.09194,0.86798,0.04008
11119.jpg,0.15860,0.50030,0.34111
11120.jpg,0.05224,0.35575,0.59201
11121.jpg,0.12992,0.66235,0.20773
11122.jpg,0.28626,0.60725,0.10650
11123.jpg,0.09900,0.19550,0.70551
11124.jpg,0.13765,0.81175,0.05060
11125.jpg,0.18818,0.76776,0.04406
11126.jpg,0.16880,0.52730,0.30380
11127.jpg,0.03996,0.72466,0.23538
11128.jpg,0.01428,0.55012,0.43560
11129.jpg,0.10348,0.33936,0.55716
11130.jpg,0.37952,0.47313,0.14734
11131.jpg,0.04270,0.58356,0.37375
11132.jpg,0.54956,0.22739,0.22306
11133.jpg,0.10719,0.82284,0.06997
11134.jpg,0.06186,0.55082,0.38732
11135.jpg,0.02090,0.34110,0.63800
11136.jpg,0.03470,0.78315,0.18215
11137.jpg,0.09129,0.23464,0.67406
11138.jpg,0.19354,0.69743,0.10903
11139.jpg,0.14149,0.57451,0.28400
11140.jpg,0.03820,0.82691,0.13489
11141.jpg,0.06122,0.61349,0.32529
11142.jpg,0.49538,0.48472,0.01990
11143.jpg,0.02672,0.34600,0.62728
11144.jpg,0.01292,0.35089,0.63619
11145.jpg,0.07122,0.66258,0.26620
11146.jpg,0.07725,0.47733,0.44542
11147.jpg,0.05471,0.56874,0.37655
11148.jpg,0.25942,0.64877,0.09181
11149.jpg,0.08856,0.47807,0.43338
11150.jpg,0.05358,0.29551,0.65092
11151.jpg,0.01653,0.94639,0.03708
11152.jpg,0.01291,0.42343,0.56367
11153.jpg,0.04187,0.59652,0.36161
11154.jpg,0.35073,0.49852,0.15075
11155.jpg,0.07010,0.26616,0.66375
11156.jpg,0.03297,0.45071,0.51632
11157.jpg,0.13917,0.59700,0.26382
11158.jpg,0.11155,0.52858,0.35987
11159.jpg,0.03419,0.49905,0.46676
11160.jpg,0.01062,0.19946,0.78993
11161.jpg,0.07248,0.36246,0.56507
11162.jpg,0.15281,0.62358,0.22361
11163.jpg,0.78795,0.21055,0.00149
11164.jpg,0.09350,0.57353,0.33297
11165.jpg,0.07485,0.77304,0.15211
11166.jpg,0.03406,0.19217,0.77377
11167.jpg,0.36426,0.60922,0.02652
11168.jpg,0.14651,0.65473,0.19877
11169.jpg,0.48004,0.33920,0.18076
11170.jpg,0.02047,0.41081,0.56871
11171.jpg,0.07531,0.58784,0.33685
11172.jpg,0.45574,0.53890,0.00536
11173.jpg,0.30328,0.66313,0.03358
11174.jpg,0.08592,0.63736,0.27672
11175.jpg,0.09846,0.29284,0.60870
11176.jpg,0.06328,0.55270,0.38402
11177.jpg,0.01387,0.42691,0.55922
11178.jpg,0.04440,0.24502,0.71057
11179.jpg,0.70124,0.28804,0.01072
11180.jpg,0.14224,0.51327,0.34450
11181.jpg,0.39433,0.56808,0.03759
11182.jpg,0.45146,0.50153,0.04700
11183.jpg,0.08256,0.90010,0.01733
11184.jpg,0.03552,0.72326,0.24122
11185.jpg,0.15388,0.41705,0.42908
11186.jpg,0.35590,0.49741,0.14669
11187.jpg,0.08272,0.45146,0.46582
11188.jpg,0.73931,0.24200,0.01869
11189.jpg,0.04489,0.61046,0.34465
11190.jpg,0.07103,0.63461,0.29436
11191.jpg,0.69115,0.29715,0.01170
11192.jpg,0.13019,0.78857,0.08124
11193.jpg,0.04079,0.33562,0.62359
11194.jpg,0.37321,0.49367,0.13311
11195.jpg,0.17109,0.52990,0.29902
11196.jpg,0.03026,0.87823,0.09151
11197.jpg,0.03745,0.54531,0.41724
11198.jpg,0.00614,0.10758,0.88629
11199.jpg,0.80771,0.14974,0.04255
11200.jpg,0.09517,0.84814,0.05670
11201.jpg,0.05537,0.48437,0.46026
11202.jpg,0.16880,0.52730,0.30380
11203.jpg,0.74433,0.18432,0.07134
11204.jpg,0.07283,0.33254,0.59463
11205.jpg,0.03576,0.37495,0.58929
11206.jpg,0.08391,0.42643,0.48966
11207.jpg,0.28882,0.69366,0.01753
11208.jpg,0.04604,0.53285,0.42112
11209.jpg,0.03972,0.71335,0.24692
11210.jpg,0.25900,0.67955,0.06145
11211.jpg,0.20069,0.74351,0.05580
11212.jpg,0.05538,0.86252,0.08210
11213.jpg,0.09464,0.79532,0.11004
11214.jpg,0.12751,0.77313,0.09936
11215.jpg,0.10255,0.76626,0.13119
11216.jpg,0.05096,0.90037,0.04867
11217.jpg,0.02088,0.27475,0.70437
11218.jpg,0.11559,0.86534,0.01907
11219.jpg,0.03012,0.25726,0.71262
11220.jpg,0.11590,0.25417,0.62993
11221.jpg,0.16722,0.57527,0.25751
11222.jpg,0.16431,0.57079,0.26490
11223.jpg,0.36765,0.44942,0.18292
11224.jpg,0.12349,0.69684,0.17966
11225.jpg,0.03149,0.38621,0.58230
11226.jpg,0.02342,0.26767,0.70891
11227.jpg,0.26463,0.33902,0.39635
11228.jpg,0.39312,0.56401,0.04286
11229.jpg,0.75988,0.19860,0.04151
11230.jpg,0.05462,0.31033,0.63505
11231.jpg,0.04761,0.87086,0.08153
11232.jpg,0.07793,0.71352,0.20855
11233.jpg,0.01723,0.84895,0.13382
11234.jpg,0.04614,0.73517,0.21868
11235.jpg,0.60790,0.29784,0.09426
11236.jpg,0.07875,0.76991,0.15134
11237.jpg,0.08656,0.61883,0.29461
11238.jpg,0.02696,0.43637,0.53668
11239.jpg,0.76007,0.19611,0.04381
11240.jpg,0.09370,0.88729,0.01901
11241.jpg,0.03768,0.77920,0.18311
11242.jpg,0.02890,0.44642,0.52468
11243.jpg,0.04874,0.40442,0.54684
11244.jpg,0.29675,0.35671,0.34654
11245.jpg,0.23258,0.75198,0.01545
11246.jpg,0.12376,0.34389,0.53236
11247.jpg,0.08142,0.84407,0.07451
11248.jpg,0.02461,0.49434,0.48104
11249.jpg,0.02980,0.85592,0.11427
11250.jpg,0.03891,0.17188,0.78921
11251.jpg,0.21995,0.54589,0.23416
11252.jpg,0.10652,0.83974,0.05374
11253.jpg,0.08407,0.54467,0.37126
11254.jpg,0.06297,0.61021,0.32682
11255.jpg,0.42826,0.41860,0.15314
11256.jpg,0.17113,0.73387,0.09500
11257.jpg,0.04117,0.86264,0.09620
11258.jpg,0.14209,0.38742,0.47049
11259.jpg,0.02694,0.94698,0.02608
11260.jpg,0.06680,0.38698,0.54622
11261.jpg,0.14667,0.72299,0.13034
11262.jpg,0.01992,0.24063,0.73945
11263.jpg,0.08318,0.86065,0.05617
11264.jpg,0.05961,0.71917,0.22121
11265.jpg,0.14569,0.52475,0.32956
11266.jpg,0.11702,0.44957,0.43341
11267.jpg,0.58091,0.39419,0.02490
11268.jpg,0.31311,0.51096,0.17593
11269.jpg,0.06829,0.53099,0.40072
11270.jpg,0.05360,0.38437,0.56202
11271.jpg,0.37497,0.59263,0.03240
11272.jpg,0.02884,0.26177,0.70939
11273.jpg,0.01181,0.93639,0.05181
11274.jpg,0.13112,0.74175,0.12713
11275.jpg,0.34852,0.61092,0.04056
11276.jpg,0.07807,0.82995,0.09198
11277.jpg,0.40746,0.48713,0.10541
11278.jpg,0.49822,0.44113,0.06065
11279.jpg,0.10069,0.73282,0.16649
11280.jpg,0.01390,0.33683,0.64927
11281.jpg,0.01688,0.31123,0.67189
11282.jpg,0.38806,0.49183,0.12010
11283.jpg,0.11349,0.77837,0.10814
11284.jpg,0.03949,0.81709,0.14342
11285.jpg,0.11201,0.86382,0.02417
11286.jpg,0.28563,0.46815,0.24622
11287.jpg,0.06235,0.88507,0.05258
11288.jpg,0.25348,0.66193,0.08459
11289.jpg,0.10529,0.39319,0.50152
11290.jpg,0.10157,0.29793,0.60050
11291.jpg,0.65504,0.23714,0.10782
11292.jpg,0.10398,0.64295,0.25307
11293.jpg,0.07232,0.48024,0.44743
11294.jpg,0.60632,0.37385,0.01983
11295.jpg,0.03628,0.57905,0.38468
11296.jpg,0.03628,0.27785,0.68587
11297.jpg,0.10150,0.81552,0.08298
11298.jpg,0.21394,0.73030,0.05576
11299.jpg,0.02539,0.29396,0.68065
11300.jpg,0.54709,0.38091,0.07200
11301.jpg,0.17863,0.50802,0.31335
11302.jpg,0.02023,0.81901,0.16076
11303.jpg,0.15301,0.51462,0.33238
11304.jpg,0.08762,0.32684,0.58553
11305.jpg,0.07772,0.62308,0.29920
11306.jpg,0.07149,0.76515,0.16336
11307.jpg,0.14206,0.79697,0.06097
11308.jpg,0.20764,0.62342,0.16894
11309.jpg,0.04279,0.72774,0.22947
11310.jpg,0.15175,0.46438,0.38387
11311.jpg,0.05684,0.61179,0.33136
11312.jpg,0.45085,0.52634,0.02281
11313.jpg,0.01035,0.35568,0.63396
11314.jpg,0.11751,0.60282,0.27967
11315.jpg,0.09851,0.49262,0.40887
11316.jpg,0.08041,0.37845,0.54114
11317.jpg,0.12934,0.43992,0.43075
11318.jpg,0.05421,0.56486,0.38094
11319.jpg,0.57659,0.39354,0.02987
11320.jpg,0.89789,0.09645,0.00566
11321.jpg,0.20587,0.75161,0.04253
11322.jpg,0.03804,0.89329,0.06867
11323.jpg,0.19372,0.57837,0.22791
11324.jpg,0.06185,0.59514,0.34300
11325.jpg,0.11923,0.83380,0.04697
11326.jpg,0.33463,0.65720,0.00817
11327.jpg,0.01361,0.54519,0.44120
11328.jpg,0.07834,0.54184,0.37982
11329.jpg,0.05470,0.92411,0.02119
11330.jpg,0.11517,0.84879,0.03604
11331.jpg,0.12716,0.81289,0.05995
11332.jpg,0.02178,0.29795,0.68026
11333.jpg,0.31015,0.38493,0.30492
11334.jpg,0.04601,0.41116,0.54283
11335.jpg,0.08947,0.75095,0.15958
11336.jpg,0.04635,0.83950,0.11415
11337.jpg,0.24244,0.57978,0.17778
11338.jpg,0.11123,0.59576,0.29301
11339.jpg,0.02164,0.30966,0.66870
11340.jpg,0.06293,0.66756,0.26951
11341.jpg,0.02029,0.49551,0.48420
11342.jpg,0.13575,0.75820,0.10606
11343.jpg,0.10189,0.30338,0.59473
11344.jpg,0.03081,0.67649,0.29270
11345.jpg,0.25617,0.66379,0.08004
11346.jpg,0.03066,0.31257,0.65676
11347.jpg,0.35977,0.57721,0.06302
11348.jpg,0.08950,0.68469,0.22581
11349.jpg,0.06526,0.71158,0.22316
11350.jpg,0.00836,0.23505,0.75659
11351.jpg,0.07138,0.80654,0.12208
11352.jpg,0.03234,0.32608,0.64158
11353.jpg,0.14785,0.61061,0.24154
11354.jpg,0.18854,0.71462,0.09683
11355.jpg,0.21213,0.48985,0.29802
11356.jpg,0.07154,0.30507,0.62339
11357.jpg,0.15012,0.67497,0.17492
11358.jpg,0.03024,0.73447,0.23530
11359.jpg,0.16914,0.70144,0.12942
11360.jpg,0.15789,0.57321,0.26890
11361.jpg,0.03259,0.55470,0.41271
11362.jpg,0.07809,0.52151,0.40041
11363.jpg,0.17603,0.70355,0.12042
11364.jpg,0.04439,0.54678,0.40884
11365.jpg,0.13231,0.79077,0.07692
11366.jpg,0.03275,0.76882,0.19843
11367.jpg,0.49393,0.31465,0.19142
11368.jpg,0.37062,0.44798,0.18140
11369.jpg,0.61517,0.36472,0.02010
11370.jpg,0.20908,0.71902,0.07190
11371.jpg,0.08164,0.46553,0.45283
11372.jpg,0.54391,0.41182,0.04427
11373.jpg,0.26100,0.40628,0.33272
11374.jpg,0.01919,0.15188,0.82893
11375.jpg,0.12747,0.79572,0.07681
11376.jpg,0.03693,0.21407,0.74900
11377.jpg,0.13975,0.40282,0.45743
11378.jpg,0.02802,0.36071,0.61127
11379.jpg,0.08762,0.36676,0.54562
11380.jpg,0.32006,0.43401,0.24593
11381.jpg,0.02802,0.31633,0.65565
11382.jpg,0.05565,0.92898,0.01537
11383.jpg,0.16522,0.67219,0.16259
11384.jpg,0.13455,0.71091,0.15454
11385.jpg,0.54365,0.41450,0.04185
11386.jpg,0.02603,0.87033,0.10365
11387.jpg,0.00936,0.31589,0.67474
11388.jpg,0.47092,0.51911,0.00997
11389.jpg,0.20931,0.76450,0.02619
11390.jpg,0.87407,0.10326,0.02267
11391.jpg,0.03440,0.75271,0.21289
11392.jpg,0.38650,0.55120,0.06230
11393.jpg,0.15141,0.33118,0.51741
11394.jpg,0.01298,0.33013,0.65689
11395.jpg,0.00720,0.96363,0.02917
11396.jpg,0.35418,0.58685,0.05897
11397.jpg,0.02067,0.91082,0.06851
11398.jpg,0.15884,0.60756,0.23360
11399.jpg,0.04038,0.15447,0.80514
11400.jpg,0.07954,0.40008,0.52037
11401.jpg,0.09165,0.64870,0.25965
11402.jpg,0.11384,0.49074,0.39543
11403.jpg,0.12616,0.62081,0.25303
11404.jpg,0.05025,0.79128,0.15847
11405.jpg,0.09307,0.38008,0.52685
11406.jpg,0.15777,0.80744,0.03479
11407.jpg,0.79359,0.15777,0.04863
11408.jpg,0.14058,0.54411,0.31531
11409.jpg,0.06843,0.30896,0.62262
11410.jpg,0.02851,0.50131,0.47018
11411.jpg,0.23343,0.69544,0.07113
11412.jpg,0.02898,0.77201,0.19901
11413.jpg,0.19274,0.58958,0.21768
11414.jpg,0.14661,0.74824,0.10515
