image_name,Type_1,Type_2,Type_3
10780.jpg,0.11256,0.38895,0.49849
10781.jpg,0.08645,0.52086,0.39269
10782.jpg,0.44049,0.51880,0.04071
10783.jpg,0.31871,0.50751,0.17378
10784.jpg,0.42672,0.47252,0.10076
10785.jpg,0.40513,0.53191,0.06296
10786.jpg,0.61069,0.38587,0.00344
10787.jpg,0.06964,0.39230,0.53806
10788.jpg,0.13427,0.53238,0.33335
10789.jpg,0.04213,0.24135,0.71652
10790.jpg,0.06827,0.50808,0.42365
10791.jpg,0.10123,0.54543,0.35334
10792.jpg,0.05996,0.23030,0.70974
10793.jpg,0.20673,0.76464,0.02863
10794.jpg,0.08656,0.63183,0.28161
10795.jpg,0.22532,0.73901,0.03567
10796.jpg,0.20661,0.71370,0.07969
10797.jpg,0.11902,0.80529,0.07569
10798.jpg,0.30582,0.68118,0.01300
10799.jpg,0.06419,0.39899,0.53682
10800.jpg,0.09941,0.75552,0.14507
10801.jpg,0.10134,0.74128,0.15738
10802.jpg,0.10901,0.44479,0.44620
10803.jpg,0.06259,0.19581,0.74159
10804.jpg,0.08230,0.56516,0.35254
10805.jpg,0.13255,0.67841,0.18903
10806.jpg,0.62533,0.36116,0.01351
10807.jpg,0.05430,0.35550,0.59020
10808.jpg,0.48021,0.48467,0.03512
10809.jpg,0.14339,0.59783,0.25877
10810.jpg,0.07238,0.48446,0.44315
10811.jpg,0.06255,0.16047,0.77698
10812.jpg,0.26302,0.54325,0.19373
10813.jpg,0.08720,0.65098,0.26182
10814.jpg,0.15946,0.77388,0.06666
10815.jpg,0.10346,0.76184,0.13470
10816.jpg,0.42391,0.54123,0.03486
10817.jpg,0.24007,0.53086,0.22907
10818.jpg,0.21700,0.72132,0.06168
10819.jpg,0.16460,0.66352,0.17188
10820.jpg,0.10353,0.62771,0.26876
10821.jpg,0.10580,0.44764,0.44656
10822.jpg,0.14838,0.46968,0.38194
10823.jpg,0.07027,0.73609,0.19363
10824.jpg,0.23445,0.71141,0.05413
10825.jpg,0.11481,0.42705,0.45814
10826.jpg,0.05788,0.43656,0.50557
10827.jpg,0.06014,0.47652,0.46334
10828.jpg,0.55129,0.41441,0.03430
10829.jpg,0.27206,0.44292,0.28502
10830.jpg,0.04320,0.18182,0.77498
10831.jpg,0.19209,0.78030,0.02761
10832.jpg,0.09309,0.75559,0.15132
10833.jpg,0.11670,0.80966,0.07364
10834.jpg,0.04086,0.36321,0.59593
10835.jpg,0.23773,0.73823,0.02403
10836.jpg,0.02992,0.23058,0.73950
10837.jpg,0.06948,0.43412,0.49640
10838.jpg,0.07753,0.32947,0.59300
10839.jpg,0.33694,0.62513,0.03793
10840.jpg,0.10845,0.66272,0.22883
10841.jpg,0.13734,0.68638,0.17628
10842.jpg,0.06085,0.23918,0.69997
10843.jpg,0.13665,0.61204,0.25131
10844.jpg,0.05189,0.53512,0.41299
10845.jpg,0.32096,0.66611,0.01293
10846.jpg,0.10431,0.14937,0.74632
10847.jpg,0.17102,0.78112,0.04786
10848.jpg,0.05467,0.44622,0.49911
10849.jpg,0.54052,0.45487,0.00461
10850.jpg,0.30745,0.63966,0.05290
10851.jpg,0.05160,0.61360,0.33480
10852.jpg,0.22375,0.73389,0.04235
10853.jpg,0.04621,0.27847,0.67533
10854.jpg,0.15776,0.78041,0.06183
10855.jpg,0.16532,0.78630,0.04838
10856.jpg,0.13349,0.40250,0.46401
10857.jpg,0.15254,0.61057,0.23689
10858.jpg,0.07011,0.58417,0.34572
10859.jpg,0.24433,0.72608,0.02959
10860.jpg,0.15013,0.75846,0.09142
10861.jpg,0.06445,0.48997,0.44558
10862.jpg,0.15649,0.68214,0.16137
10863.jpg,0.14577,0.74550,0.10873
10864.jpg,0.09073,0.49221,0.41706
10865.jpg,0.04086,0.34432,0.61482
10866.jpg,0.08649,0.59287,0.32064
10867.jpg,0.05312,0.49531,0.45157
10868.jpg,0.17227,0.30183,0.52590
10869.jpg,0.05141,0.38438,0.56420
10870.jpg,0.20029,0.76864,0.03107
10871.jpg,0.06817,0.28043,0.65140
10872.jpg,0.41239,0.56136,0.02625
10873.jpg,0.45083,0.53646,0.01271
10874.jpg,0.54440,0.43974,0.01585
10875.jpg,0.02650,0.29692,0.67658
10876.jpg,0.29594,0.63402,0.07004
10877.jpg,0.03404,0.29401,0.67195
10878.jpg,0.24796,0.73509,0.01695
10879.jpg,0.23260,0.69898,0.06843
10880.jpg,0.03104,0.25766,0.71130
10881.jpg,0.06987,0.67058,0.25956
10882.jpg,0.22344,0.69718,0.07938
10883.jpg,0.04672,0.32288,0.63040
10884.jpg,0.38284,0.59962,0.01754
10885.jpg,0.20745,0.76110,0.03144
10886.jpg,0.06808,0.45209,0.47982
10887.jpg,0.09257,0.72147,0.18596
10888.jpg,0.09498,0.25691,0.64810
10889.jpg,0.12491,0.66389,0.21121
10890.jpg,0.16193,0.72781,0.11026
10891.jpg,0.06656,0.37517,0.55827
10892.jpg,0.06596,0.48411,0.44993
10893.jpg,0.39468,0.58845,0.01687
10894.jpg,0.06911,0.30183,0.62907
10895.jpg,0.05193,0.25289,0.69517
10896.jpg,0.23394,0.73791,0.02815
10897.jpg,0.27706,0.70355,0.01939
10898.jpg,0.36432,0.33967,0.29601
10899.jpg,0.13896,0.60745,0.25359
10900.jpg,0.08708,0.54847,0.36445
10901.jpg,0.09642,0.74196,0.16162
10902.jpg,0.11472,0.68298,0.20230
10903.jpg,0.08722,0.80850,0.10428
10904.jpg,0.22768,0.74144,0.03088
10905.jpg,0.21223,0.72817,0.05959
10906.jpg,0.14037,0.70120,0.15843
10907.jpg,0.05937,0.15321,0.78741
10908.jpg,0.65418,0.33730,0.00852
10909.jpg,0.13589,0.71609,0.14803
10910.jpg,0.19958,0.55058,0.24985
10911.jpg,0.14650,0.43786,0.41564
10912.jpg,0.15296,0.77355,0.07349
10913.jpg,0.27358,0.62457,0.10185
10914.jpg,0.06374,0.17754,0.75872
10915.jpg,0.04203,0.33231,0.62566
10916.jpg,0.21576,0.68333,0.10091
10917.jpg,0.08873,0.47123,0.44004
10918.jpg,0.06431,0.52666,0.40903
10919.jpg,0.08673,0.67278,0.24049
10920.jpg,0.03825,0.16485,0.79690
10921.jpg,0.36524,0.62632,0.00844
10922.jpg,0.19318,0.60343,0.20338
10923.jpg,0.48100,0.46806,0.05094
10924.jpg,0.13174,0.80311,0.06515
10925.jpg,0.08244,0.71739,0.20016
10926.jpg,0.37399,0.62111,0.00490
10927.jpg,0.24384,0.55501,0.20115
10928.jpg,0.52381,0.41796,0.05823
10929.jpg,0.03801,0.38080,0.58119
10930.jpg,0.02686,0.22716,0.74598
10931.jpg,0.09473,0.62287,0.28241
10932.jpg,0.07606,0.52347,0.40047
10933.jpg,0.35566,0.60523,0.03911
10934.jpg,0.37241,0.55534,0.07225
10935.jpg,0.04304,0.27693,0.68003
10936.jpg,0.05515,0.33993,0.60492
10937.jpg,0.20328,0.70871,0.08801
10938.jpg,0.52058,0.39684,0.08259
10939.jpg,0.18201,0.78672,0.03127
10940.jpg,0.03927,0.51988,0.44085
10941.jpg,0.51676,0.45229,0.03096
10942.jpg,0.02650,0.30177,0.67174
10943.jpg,0.12517,0.72808,0.14676
10944.jpg,0.15089,0.65036,0.19875
10945.jpg,0.06956,0.16158,0.76886
10946.jpg,0.05161,0.72280,0.22559
10947.jpg,0.03798,0.16250,0.79952
10948.jpg,0.39213,0.57576,0.03211
10949.jpg,0.07034,0.28620,0.64345
10950.jpg,0.15584,0.81166,0.03250
10951.jpg,0.08005,0.61447,0.30548
10952.jpg,0.18629,0.74410,0.06961
10953.jpg,0.06500,0.65669,0.27831
10954.jpg,0.09340,0.62671,0.27988
10955.jpg,0.24259,0.69959,0.05782
10956.jpg,0.21546,0.70404,0.08050
10957.jpg,0.24110,0.73219,0.02671
10958.jpg,0.15254,0.75404,0.09342
10959.jpg,0.40256,0.58263,0.01481
10960.jpg,0.36703,0.61801,0.01497
10961.jpg,0.18383,0.42656,0.38961
10962.jpg,0.36012,0.61120,0.02868
10963.jpg,0.35855,0.42873,0.21272
10964.jpg,0.19579,0.68300,0.12121
10965.jpg,0.11678,0.79486,0.08837
10966.jpg,0.12790,0.80765,0.06446
10967.jpg,0.66755,0.32629,0.00615
10968.jpg,0.24082,0.62433,0.13484
10969.jpg,0.48571,0.50778,0.00651
10970.jpg,0.20901,0.75468,0.03631
10971.jpg,0.17646,0.77241,0.05112
10972.jpg,0.06431,0.42000,0.51569
10973.jpg,0.14605,0.73296,0.12099
10974.jpg,0.02184,0.21676,0.76140
10975.jpg,0.28808,0.58489,0.12703
10976.jpg,0.16046,0.76635,0.07319
10977.jpg,0.52916,0.46569,0.00515
10978.jpg,0.06515,0.40986,0.52499
10979.jpg,0.16846,0.80585,0.02569
10980.jpg,0.03763,0.33325,0.62912
10981.jpg,0.07532,0.29819,0.62649
10982.jpg,0.31980,0.66746,0.01274
10983.jpg,0.37764,0.57564,0.04672
10984.jpg,0.09224,0.69534,0.21242
10985.jpg,0.03934,0.21850,0.74217
10986.jpg,0.18450,0.71008,0.10542
10987.jpg,0.06087,0.44533,0.49380
10988.jpg,0.34125,0.64762,0.01112
10989.jpg,0.03769,0.36651,0.59580
10990.jpg,0.04734,0.54193,0.41073
10991.jpg,0.60640,0.38724,0.00636
10992.jpg,0.02927,0.25055,0.72018
10993.jpg,0.09199,0.58698,0.32103
10994.jpg,0.10742,0.48908,0.40349
10995.jpg,0.09093,0.80570,0.10337
10996.jpg,0.65941,0.33480,0.00579
10997.jpg,0.16857,0.78040,0.05102
10998.jpg,0.18268,0.76460,0.05271
10999.jpg,0.08228,0.54760,0.37012
11000.jpg,0.11149,0.41400,0.47451
11001.jpg,0.04727,0.26113,0.69160
11002.jpg,0.12964,0.77947,0.09089
11003.jpg,0.05681,0.43616,0.50704
11004.jpg,0.07201,0.63232,0.29567
11005.jpg,0.49210,0.46505,0.04285
11006.jpg,0.15454,0.80255,0.04291
11007.jpg,0.10035,0.70362,0.19604
11008.jpg,0.30395,0.66175,0.03430
11009.jpg,0.27869,0.70175,0.01956
11010.jpg,0.13193,0.78449,0.08358
11011.jpg,0.20269,0.71045,0.08686
11012.jpg,0.41136,0.56552,0.02312
11013.jpg,0.48306,0.50967,0.00727
11014.jpg,0.13600,0.67682,0.18717
11015.jpg,0.06148,0.46363,0.47489
11016.jpg,0.01806,0.21812,0.76382
11017.jpg,0.42517,0.55759,0.01724
11018.jpg,0.44542,0.31891,0.23566
11019.jpg,0.07283,0.64388,0.28330
11020.jpg,0.07142,0.61829,0.31029
11021.jpg,0.31245,0.64420,0.04335
11022.jpg,0.07773,0.71325,0.20902
11023.jpg,0.44221,0.53548,0.02232
11024.jpg,0.12292,0.79458,0.08250
11025.jpg,0.27040,0.61446,0.11514
11026.jpg,0.08655,0.58893,0.32451
11027.jpg,0.05446,0.40233,0.54321
11028.jpg,0.12926,0.81209,0.05865
11029.jpg,0.16880,0.52730,0.30380
11030.jpg,0.35863,0.62513,0.01624
11031.jpg,0.15173,0.78868,0.05958
11032.jpg,0.20105,0.76929,0.02966
11033.jpg,0.14065,0.78970,0.06965
11034.jpg,0.21222,0.56934,0.21844
11035.jpg,0.23577,0.74146,0.02277
11036.jpg,0.10643,0.60793,0.28563
11037.jpg,0.14232,0.67911,0.17858
11038.jpg,0.02869,0.27685,0.69446
11039.jpg,0.32235,0.62841,0.04925
11040.jpg,0.09463,0.63522,0.27015
11041.jpg,0.06632,0.61332,0.32035
11042.jpg,0.47171,0.40494,0.12335
11043.jpg,0.67038,0.31398,0.01564
11044.jpg,0.15218,0.78512,0.06270
11045.jpg,0.13510,0.59050,0.27440
11046.jpg,0.20527,0.58617,0.20856
11047.jpg,0.03581,0.14668,0.81751
11048.jpg,0.67463,0.31687,0.00851
11049.jpg,0.38642,0.59535,0.01823
11050.jpg,0.13068,0.66355,0.20577
11051.jpg,0.05834,0.56149,0.38017
11052.jpg,0.36870,0.56112,0.07018
11053.jpg,0.14706,0.78035,0.07259
11054.jpg,0.62170,0.37681,0.00148
11055.jpg,0.03843,0.34881,0.61277
11056.jpg,0.04954,0.30036,0.65010
11057.jpg,0.05669,0.42397,0.51934
11058.jpg,0.06262,0.69427,0.24311
11059.jpg,0.09404,0.65333,0.25263
11060.jpg,0.36722,0.52628,0.10650
11061.jpg,0.03902,0.35871,0.60227
11062.jpg,0.12584,0.73885,0.13531
11063.jpg,0.32062,0.62114,0.05824
11064.jpg,0.18879,0.74888,0.06233
11065.jpg,0.35535,0.59803,0.04662
11066.jpg,0.07191,0.29281,0.63528
11067.jpg,0.16880,0.52730,0.30380
11068.jpg,0.39872,0.58895,0.01232
11069.jpg,0.45566,0.53873,0.00561
11070.jpg,0.07070,0.71813,0.21118
11071.jpg,0.45329,0.53162,0.01509
11072.jpg,0.07013,0.51068,0.41919
11073.jpg,0.13345,0.68345,0.18310
11074.jpg,0.02164,0.22289,0.75547
11075.jpg,0.05515,0.42786,0.51699
11076.jpg,0.42340,0.56935,0.00725
11077.jpg,0.27605,0.64130,0.08265
11078.jpg,0.71084,0.28330,0.00586
11079.jpg,0.04110,0.47104,0.48787
11080.jpg,0.06690,0.49746,0.43563
11081.jpg,0.04946,0.48451,0.46603
11082.jpg,0.04297,0.21294,0.74408
11083.jpg,0.06381,0.58109,0.35510
11084.jpg,0.16880,0.52730,0.30380
11085.jpg,0.42033,0.57468,0.00499
11086.jpg,0.12289,0.80636,0.07075
11087.jpg,0.49190,0.49035,0.01774
11088.jpg,0.04032,0.32581,0.63387
11089.jpg,0.18291,0.75218,0.06490
11090.jpg,0.49090,0.46327,0.04583
11091.jpg,0.18602,0.56082,0.25315
11092.jpg,0.07494,0.21420,0.71086
11093.jpg,0.56646,0.41062,0.02292
11094.jpg,0.08111,0.62486,0.29402
11095.jpg,0.50733,0.48521,0.00746
11096.jpg,0.45302,0.53159,0.01539
11097.jpg,0.18474,0.52663,0.28862
11098.jpg,0.20436,0.71163,0.08401
11099.jpg,0.06620,0.30609,0.62770
11100.jpg,0.03836,0.37462,0.58702
11101.jpg,0.04418,0.32900,0.62682
11102.jpg,0.05993,0.52028,0.41979
11103.jpg,0.09210,0.72044,0.18746
11104.jpg,0.31748,0.61513,0.06739
11105.jpg,0.15317,0.70582,0.14101
11106.jpg,0.20794,0.76509,0.02697
11107.jpg,0.05246,0.38667,0.56087
11108.jpg,0.10177,0.73307,0.16517
11109.jpg,0.64784,0.34401,0.00815
11110.jpg,0.30010,0.65160,0.04829
11111.jpg,0.19932,0.77447,0.02620
11112.jpg,0.01918,0.16608,0.81474
11113.jpg,0.49338,0.50048,0.00614
11114.jpg,0.34376,0.63881,0.01743
11115.jpg,0.06791,0.20987,0.72222
11116.jpg,0.26098,0.67384,0.06518
11117.jpg,0.36832,0.60953,0.02214
11118.jpg,0.36256,0.62114,0.01630
11119.jpg,0.06189,0.44759,0.49052
11120.jpg,0.02858,0.22073,0.75069
11121.jpg,0.15040,0.71036,0.13924
11122.jpg,0.06928,0.75378,0.17694
11123.jpg,0.05455,0.13891,0.80654
11124.jpg,0.12397,0.78508,0.09094
11125.jpg,0.43931,0.55405,0.00664
11126.jpg,0.16880,0.52730,0.30380
11127.jpg,0.07990,0.70656,0.21354
11128.jpg,0.09145,0.59408,0.31447
11129.jpg,0.02788,0.24726,0.72486
11130.jpg,0.27837,0.63384,0.08780
11131.jpg,0.08855,0.50530,0.40615
11132.jpg,0.62459,0.34792,0.02749
11133.jpg,0.17965,0.77066,0.04969
11134.jpg,0.09727,0.64892,0.25381
11135.jpg,0.03480,0.40940,0.55579
11136.jpg,0.08199,0.48893,0.42908
11137.jpg,0.06638,0.21474,0.71888
11138.jpg,0.15790,0.78386,0.05824
11139.jpg,0.05713,0.29728,0.64559
11140.jpg,0.15824,0.74596,0.09580
11141.jpg,0.06880,0.53865,0.39255
11142.jpg,0.46390,0.52922,0.00687
11143.jpg,0.02690,0.24092,0.73218
11144.jpg,0.05423,0.18246,0.76331
11145.jpg,0.06647,0.66799,0.26554
11146.jpg,0.12760,0.36423,0.50817
11147.jpg,0.05619,0.53980,0.40401
11148.jpg,0.21548,0.74114,0.04338
11149.jpg,0.17899,0.45175,0.36926
11150.jpg,0.03174,0.24991,0.71835
11151.jpg,0.12717,0.80439,0.06844
11152.jpg,0.05065,0.32885,0.62050
11153.jpg,0.07664,0.76455,0.15881
11154.jpg,0.62145,0.37045,0.00810
11155.jpg,0.05950,0.14623,0.79426
11156.jpg,0.05225,0.32099,0.62675
11157.jpg,0.09412,0.55082,0.35506
11158.jpg,0.12268,0.49120,0.38613
11159.jpg,0.04622,0.24869,0.70509
11160.jpg,0.02058,0.22813,0.75129
11161.jpg,0.07572,0.18505,0.73923
11162.jpg,0.11548,0.56575,0.31877
11163.jpg,0.46861,0.52504,0.00635
11164.jpg,0.06354,0.39415,0.54230
11165.jpg,0.11807,0.76658,0.11535
11166.jpg,0.02597,0.10692,0.86711
11167.jpg,0.27492,0.70788,0.01720
11168.jpg,0.21443,0.65432,0.13125
11169.jpg,0.56648,0.39852,0.03500
11170.jpg,0.05026,0.22566,0.72408
11171.jpg,0.34010,0.63995,0.01995
11172.jpg,0.43112,0.56159,0.00729
11173.jpg,0.27614,0.70595,0.01791
11174.jpg,0.11528,0.71194,0.17278
11175.jpg,0.06903,0.18341,0.74756
11176.jpg,0.07564,0.35217,0.57219
11177.jpg,0.02260,0.12404,0.85336
11178.jpg,0.03204,0.19737,0.77059
11179.jpg,0.66457,0.33091,0.00452
11180.jpg,0.38559,0.43731,0.17710
11181.jpg,0.38257,0.60533,0.01210
11182.jpg,0.38929,0.59409,0.01662
11183.jpg,0.10145,0.72764,0.17091
11184.jpg,0.06341,0.51186,0.42474
11185.jpg,0.05773,0.40215,0.54012
11186.jpg,0.13315,0.74047,0.12638
11187.jpg,0.01957,0.27534,0.70510
11188.jpg,0.20771,0.67430,0.11800
11189.jpg,0.13222,0.70700,0.16078
11190.jpg,0.12198,0.72894,0.14908
11191.jpg,0.29295,0.67940,0.02765
11192.jpg,0.38091,0.57058,0.04851
11193.jpg,0.08681,0.36306,0.55013
11194.jpg,0.25094,0.66568,0.08339
11195.jpg,0.06787,0.56729,0.36485
11196.jpg,0.18328,0.75284,0.06388
11197.jpg,0.03486,0.41686,0.54828
11198.jpg,0.45562,0.33768,0.20670
11199.jpg,0.67685,0.31597,0.00718
11200.jpg,0.25218,0.71011,0.03772
11201.jpg,0.08208,0.55623,0.36169
11202.jpg,0.16880,0.52730,0.30380
11203.jpg,0.64438,0.34407,0.01155
11204.jpg,0.09804,0.45484,0.44712
11205.jpg,0.12614,0.64169,0.23217
11206.jpg,0.03064,0.36775,0.60161
11207.jpg,0.38402,0.60164,0.01434
11208.jpg,0.05734,0.62379,0.31888
11209.jpg,0.05971,0.47931,0.46099
11210.jpg,0.48785,0.50504,0.00711
11211.jpg,0.23584,0.72724,0.03692
11212.jpg,0.08744,0.79234,0.12022
11213.jpg,0.25549,0.72195,0.02256
11214.jpg,0.15542,0.81196,0.03262
11215.jpg,0.11052,0.79968,0.08980
11216.jpg,0.17760,0.78001,0.04239
11217.jpg,0.05259,0.47445,0.47296
11218.jpg,0.23259,0.71097,0.05644
11219.jpg,0.03147,0.23167,0.73687
11220.jpg,0.06414,0.21470,0.72115
11221.jpg,0.10638,0.71918,0.17444
11222.jpg,0.24906,0.64062,0.11032
11223.jpg,0.25951,0.62898,0.11151
11224.jpg,0.25222,0.66805,0.07972
11225.jpg,0.06126,0.49837,0.44037
11226.jpg,0.07766,0.60230,0.32004
11227.jpg,0.31305,0.35983,0.32712
11228.jpg,0.48135,0.50508,0.01356
11229.jpg,0.53521,0.45087,0.01392
11230.jpg,0.03958,0.47335,0.48707
11231.jpg,0.14640,0.76428,0.08932
11232.jpg,0.09589,0.71085,0.19326
11233.jpg,0.09467,0.57665,0.32868
11234.jpg,0.11822,0.72610,0.15568
11235.jpg,0.52406,0.45601,0.01993
11236.jpg,0.29504,0.68145,0.02351
11237.jpg,0.32686,0.64458,0.02856
11238.jpg,0.05269,0.52231,0.42500
11239.jpg,0.72279,0.27511,0.00210
11240.jpg,0.45274,0.53960,0.00766
11241.jpg,0.06516,0.66097,0.27386
11242.jpg,0.05321,0.26736,0.67942
11243.jpg,0.03423,0.34206,0.62370
11244.jpg,0.59924,0.39012,0.01064
11245.jpg,0.45650,0.53723,0.00626
11246.jpg,0.05142,0.30899,0.63959
11247.jpg,0.14961,0.78857,0.06182
11248.jpg,0.07108,0.54807,0.38085
11249.jpg,0.11605,0.73671,0.14724
11250.jpg,0.03517,0.21261,0.75221
11251.jpg,0.65259,0.34231,0.00511
11252.jpg,0.09675,0.69567,0.20758
11253.jpg,0.07816,0.69104,0.23081
11254.jpg,0.06948,0.59445,0.33607
11255.jpg,0.37022,0.58617,0.04361
11256.jpg,0.11331,0.72373,0.16295
11257.jpg,0.12001,0.74498,0.13501
11258.jpg,0.07600,0.51905,0.40494
11259.jpg,0.19868,0.73564,0.06568
11260.jpg,0.07251,0.26547,0.66202
11261.jpg,0.12352,0.73266,0.14382
11262.jpg,0.03421,0.17086,0.79493
11263.jpg,0.12354,0.80772,0.06875
11264.jpg,0.06508,0.44584,0.48907
11265.jpg,0.06947,0.49246,0.43807
11266.jpg,0.05757,0.34215,0.60028
11267.jpg,0.23975,0.73231,0.02794
11268.jpg,0.26464,0.63070,0.10466
11269.jpg,0.07097,0.50197,0.42706
11270.jpg,0.03156,0.35529,0.61315
11271.jpg,0.26834,0.70696,0.02470
11272.jpg,0.08372,0.22628,0.69000
11273.jpg,0.08981,0.50696,0.40323
11274.jpg,0.26281,0.69915,0.03804
11275.jpg,0.22263,0.72887,0.04849
11276.jpg,0.21158,0.77350,0.01492
11277.jpg,0.33876,0.58561,0.07564
11278.jpg,0.22824,0.72478,0.04698
11279.jpg,0.21501,0.75001,0.03498
11280.jpg,0.04228,0.49802,0.45971
11281.jpg,0.01573,0.14016,0.84412
11282.jpg,0.48376,0.48732,0.02891
11283.jpg,0.13872,0.77608,0.08520
11284.jpg,0.15508,0.79742,0.04750
11285.jpg,0.23882,0.73173,0.02945
11286.jpg,0.17699,0.55953,0.26348
11287.jpg,0.10559,0.73061,0.16380
11288.jpg,0.29371,0.68797,0.01832
11289.jpg,0.07045,0.53071,0.39884
11290.jpg,0.05783,0.39547,0.54670
11291.jpg,0.16466,0.56345,0.27190
11292.jpg,0.07731,0.72550,0.19720
11293.jpg,0.05063,0.28603,0.66333
11294.jpg,0.54587,0.44913,0.00501
11295.jpg,0.12456,0.71943,0.15601
11296.jpg,0.07418,0.17709,0.74873
11297.jpg,0.60772,0.38434,0.00794
11298.jpg,0.11613,0.79859,0.08527
11299.jpg,0.05705,0.20555,0.73739
11300.jpg,0.28956,0.67290,0.03754
11301.jpg,0.17629,0.53217,0.29155
11302.jpg,0.15072,0.80637,0.04290
11303.jpg,0.11358,0.57671,0.30971
11304.jpg,0.07971,0.39113,0.52916
11305.jpg,0.09822,0.69060,0.21117
11306.jpg,0.11604,0.57907,0.30489
11307.jpg,0.16994,0.77484,0.05522
11308.jpg,0.12243,0.69956,0.17802
11309.jpg,0.08146,0.58693,0.33161
11310.jpg,0.21237,0.50813,0.27950
11311.jpg,0.06796,0.59987,0.33217
11312.jpg,0.14457,0.79743,0.05799
11313.jpg,0.03003,0.39334,0.57662
11314.jpg,0.34773,0.56603,0.08624
11315.jpg,0.06157,0.66704,0.27139
11316.jpg,0.09518,0.30987,0.59494
11317.jpg,0.08064,0.36711,0.55225
11318.jpg,0.05088,0.46102,0.48810
11319.jpg,0.51546,0.47053,0.01401
11320.jpg,0.42968,0.56518,0.00514
11321.jpg,0.39357,0.58207,0.02436
11322.jpg,0.09625,0.74279,0.16096
11323.jpg,0.19605,0.71523,0.08871
11324.jpg,0.27961,0.68380,0.03660
11325.jpg,0.17041,0.77817,0.05142
11326.jpg,0.47668,0.50879,0.01453
11327.jpg,0.08179,0.61464,0.30357
11328.jpg,0.14676,0.45798,0.39527
11329.jpg,0.24637,0.70637,0.04726
11330.jpg,0.11890,0.76160,0.11950
11331.jpg,0.24326,0.66798,0.08876
11332.jpg,0.03331,0.24214,0.72455
11333.jpg,0.08034,0.61566,0.30401
11334.jpg,0.10276,0.46593,0.43131
11335.jpg,0.26639,0.70913,0.02448
11336.jpg,0.11497,0.79229,0.09274
11337.jpg,0.29923,0.68098,0.01979
11338.jpg,0.06591,0.52101,0.41308
11339.jpg,0.02912,0.17162,0.79926
11340.jpg,0.09558,0.68209,0.22233
11341.jpg,0.04954,0.39602,0.55443
11342.jpg,0.34297,0.60518,0.05185
11343.jpg,0.25031,0.44860,0.30109
11344.jpg,0.05584,0.35922,0.58494
11345.jpg,0.44768,0.51728,0.03505
11346.jpg,0.05198,0.38251,0.56551
11347.jpg,0.31740,0.65622,0.02638
11348.jpg,0.26882,0.63953,0.09166
11349.jpg,0.05118,0.46353,0.48528
11350.jpg,0.44987,0.32065,0.22948
11351.jpg,0.19956,0.75763,0.04280
11352.jpg,0.08022,0.13507,0.78471
11353.jpg,0.33829,0.60374,0.05797
11354.jpg,0.22104,0.67130,0.10767
11355.jpg,0.49761,0.45650,0.04589
11356.jpg,0.06870,0.22329,0.70801
11357.jpg,0.28732,0.67107,0.04161
11358.jpg,0.08948,0.69466,0.21586
11359.jpg,0.10862,0.68201,0.20937
11360.jpg,0.09448,0.66789,0.23763
11361.jpg,0.04353,0.49401,0.46246
11362.jpg,0.12016,0.71761,0.16224
11363.jpg,0.12371,0.65692,0.21937
11364.jpg,0.35595,0.62752,0.01654
11365.jpg,0.14236,0.79761,0.06004
11366.jpg,0.09451,0.59540,0.31009
11367.jpg,0.12539,0.60143,0.27317
11368.jpg,0.56368,0.42281,0.01351
11369.jpg,0.27210,0.69367,0.03423
11370.jpg,0.33285,0.64095,0.02620
11371.jpg,0.09506,0.49707,0.40786
11372.jpg,0.44911,0.52881,0.02209
11373.jpg,0.15024,0.58871,0.26105
11374.jpg,0.05254,0.17877,0.76870
11375.jpg,0.08652,0.80336,0.11011
11376.jpg,0.04849,0.25957,0.69194
11377.jpg,0.03544,0.26831,0.69625
11378.jpg,0.02623,0.16466,0.80911
11379.jpg,0.10486,0.31502,0.58011
11380.jpg,0.21376,0.59924,0.18700
11381.jpg,0.06514,0.33539,0.59947
11382.jpg,0.26775,0.71268,0.01956
11383.jpg,0.09787,0.65673,0.24539
11384.jpg,0.06139,0.71789,0.22072
11385.jpg,0.28029,0.68586,0.03386
11386.jpg,0.20568,0.76021,0.03411
11387.jpg,0.03462,0.56448,0.40090
11388.jpg,0.40614,0.58642,0.00744
11389.jpg,0.42155,0.56686,0.01159
11390.jpg,0.57588,0.40533,0.01880
11391.jpg,0.09680,0.68001,0.22319
11392.jpg,0.45498,0.51318,0.03184
11393.jpg,0.05153,0.21600,0.73246
11394.jpg,0.03940,0.18772,0.77288
11395.jpg,0.10746,0.58947,0.30308
11396.jpg,0.44411,0.54601,0.00989
11397.jpg,0.08972,0.79809,0.11219
11398.jpg,0.06183,0.36906,0.56910
11399.jpg,0.06912,0.25682,0.67406
11400.jpg,0.02694,0.15214,0.82091
11401.jpg,0.12923,0.71671,0.15406
11402.jpg,0.06689,0.44592,0.48718
11403.jpg,0.07973,0.75059,0.16968
11404.jpg,0.08746,0.72298,0.18956
11405.jpg,0.04148,0.19036,0.76817
11406.jpg,0.45912,0.53618,0.00469
11407.jpg,0.72354,0.27183,0.00462
11408.jpg,0.07790,0.53617,0.38593
11409.jpg,0.05219,0.34695,0.60087
11410.jpg,0.17846,0.61803,0.20351
11411.jpg,0.39998,0.58999,0.01003
11412.jpg,0.04628,0.51354,0.44018
11413.jpg,0.47253,0.48917,0.03830
11414.jpg,0.33971,0.64539,0.01490
